Category*,End Date*,Purpose*,Start Date*,Start*,Stop*,Miles*
Personal,16-07-2016 22:18:00,,16-07-2016 21:45:00,Banner Elk,Banner Elk,13
Business,16-07-2016 23:03:00,Errand/Supplies,16-07-2016 22:50:00,Banner Elk,Banner Elk,4.4
Personal,17-07-2016 11:50:00,Charity ($),17-07-2016 11:23:00,Banner Elk,Boone,15.1
Personal,17-07-2016 15:25:00,Commute,17-07-2016 12:20:00,Boone,Cary,180.2
Personal,18-07-2016 10:49:00,Moving,18-07-2016 10:37:00,Cary,Morrisville,4.1
Personal,18-07-2016 11:15:00,Moving,18-07-2016 10:54:00,Morrisville,Cary,6.1
Personal,18-07-2016 11:36:00,Moving,18-07-2016 11:25:00,Northwoods,Preston,3.3
Personal,18-07-2016 11:56:00,Moving,18-07-2016 11:40:00,Preston,Whitebridge,4.7
Business,18-07-2016 17:33:00,Meeting,18-07-2016 17:12:00,Cary,Apex,7.2
Business,18-07-2016 18:47:00,Meal/Entertain,18-07-2016 18:32:00,Apex,Cary,5.5
Business,18-07-2016 19:14:00,Meal/Entertain,18-07-2016 19:07:00,Cary,Morrisville,3.3
Business,18-07-2016 20:32:00,Errand/Supplies,18-07-2016 20:28:00,Hazelwood,Weston,0.9
Business,18-07-2016 21:19:00,Meal/Entertain,18-07-2016 21:11:00,Morrisville,Cary,3.8
Business,19-07-2016 10:51:00,Customer Visit,19-07-2016 10:35:00,Whitebridge,Stonewater,6.4
Business,19-07-2016 11:11:00,Meeting,19-07-2016 10:56:00,Stonewater,Lexington Park at Amberly,3
Business,19-07-2016 12:00:00,Meal/Entertain,19-07-2016 11:30:00,Lexington Park at Amberly,Whitebridge,8.7
Business,19-07-2016 17:24:00,Errand/Supplies,19-07-2016 17:14:00,Whitebridge,Chessington,3.9
Personal,19-07-2016 18:08:00,,19-07-2016 17:50:00,Chessington,Whitebridge,4.8
Personal,20-07-2016 17:24:00,,20-07-2016 17:12:00,Whitebridge,Edgehill Farms,2.8
Personal,20-07-2016 17:57:00,,20-07-2016 17:50:00,Edgehill Farms,Preston,1.4
Personal,20-07-2016 18:20:00,,20-07-2016 18:16:00,Preston,Whitebridge,1.4
Business,21-07-2016 17:23:00,,21-07-2016 17:17:00,Whitebridge,Edgehill Farms,2.7
Business,21-07-2016 17:51:00,,21-07-2016 17:42:00,Edgehill Farms,Burtrose,2.3
Business,21-07-2016 18:42:00,,21-07-2016 18:27:00,Cary,Morrisville,3.7
Business,21-07-2016 19:39:00,,21-07-2016 19:30:00,Morrisville,Cary,2.9
Business,22-07-2016 10:53:00,,22-07-2016 10:42:00,Cary,Morrisville,3.8
Business,22-07-2016 11:25:00,,22-07-2016 11:11:00,Morrisville,Cary,5.1
Business,22-07-2016 12:00:00,,22-07-2016 11:37:00,Hazelwood,Lexington Park at Amberly,9.1
Business,22-07-2016 12:31:00,,22-07-2016 12:14:00,Cary,Durham,8
Business,22-07-2016 13:42:00,Meeting,22-07-2016 13:21:00,Durham,Cary,9.9
Business,22-07-2016 14:43:00,Meal/Entertain,22-07-2016 14:27:00,Cary,Morrisville,6.1
Business,22-07-2016 16:22:00,,22-07-2016 15:49:00,Morrisville,Cary,12.2
Business,22-07-2016 18:51:00,,22-07-2016 18:33:00,Wayne Ridge,Whitebridge,8
Business,23-07-2016 14:44:00,,23-07-2016 14:27:00,Cary,Morrisville,4
Business,23-07-2016 15:12:00,,23-07-2016 14:48:00,Morrisville,Cary,9.5
Business,23-07-2016 15:27:00,,23-07-2016 15:15:00,Cary,Morrisville,3
Business,23-07-2016 16:10:00,,23-07-2016 15:50:00,Morrisville,Cary,6.3
Business,23-07-2016 20:33:00,Meeting,23-07-2016 20:17:00,Cary,Durham,10.4
Business,23-07-2016 23:43:00,Meeting,23-07-2016 23:18:00,Durham,Cary,9.9
Business,25-07-2016 10:41:00,,25-07-2016 10:35:00,Whitebridge,Parkway,1.5
Business,25-07-2016 10:58:00,,25-07-2016 10:47:00,Cary,Morrisville,4.9
Business,25-07-2016 11:33:00,,25-07-2016 11:04:00,Morrisville,Cary,7.9
Business,25-07-2016 11:44:00,,25-07-2016 11:37:00,Parkway,Whitebridge,1.7
Business,26-07-2016 15:49:00,,26-07-2016 15:43:00,Whitebridge,Westpark Place,2.2
Business,26-07-2016 17:24:00,,26-07-2016 17:14:00,Westpark Place,Whitebridge,2.1
Business,26-07-2016 21:00:00,Meal/Entertain,26-07-2016 20:52:00,Cary,Morrisville,2.5
Business,26-07-2016 22:39:00,Meal/Entertain,26-07-2016 22:31:00,Morrisville,Cary,2.5
Business,27-07-2016 19:20:00,,27-07-2016 19:08:00,Cary,Morrisville,2.8
Business,27-07-2016 21:57:00,,27-07-2016 21:34:00,Morrisville,Raleigh,14.7
Business,27-07-2016 22:26:00,,27-07-2016 22:00:00,Raleigh,Morrisville,14.6
Business,28-07-2016 00:09:00,,28-07-2016 00:04:00,Morrisville,Cary,2.3
Business,29-07-2016 15:47:00,,29-07-2016 15:45:00,Whitebridge,Westpark Place,2.2
Business,29-07-2016 17:45:00,Meal/Entertain,29-07-2016 17:27:00,Westpark Place,Whitebridge,2.2
Business,30-07-2016 17:27:00,,30-07-2016 17:02:00,Cary,Durham,14
Business,30-07-2016 21:41:00,,30-07-2016 21:16:00,Durham,Cary,13.3
Business,31-07-2016 17:37:00,,31-07-2016 17:30:00,Westpark Place,Whitebridge,1.8
Business,01-08-2016 13:04:00,,01-08-2016 12:47:00,Whitebridge,Arlington Park at Amberly,6.2
Business,01-08-2016 13:19:00,,01-08-2016 13:08:00,Arlington Park at Amberly,Lexington Park at Amberly,1.3
Business,01-08-2016 13:46:00,,01-08-2016 13:28:00,Lexington Park at Amberly,Westpark Place,1.9
Business,01-08-2016 14:14:00,,01-08-2016 13:52:00,Cary,Apex,6.9
Business,01-08-2016 15:47:00,,01-08-2016 15:40:00,Apex,Cary,4.6
Business,01-08-2016 16:25:00,,01-08-2016 16:18:00,Whitebridge,Edgehill Farms,2.8
Business,01-08-2016 16:59:00,,01-08-2016 16:29:00,Cary,Morrisville,9.1
Business,01-08-2016 17:55:00,,01-08-2016 17:23:00,Morrisville,Cary,8.1
Business,02-08-2016 08:32:00,Meeting,02-08-2016 08:11:00,Cary,Morrisville,8.4
Business,02-08-2016 12:15:00,,02-08-2016 11:51:00,Arlington,Washington,4.9
Business,02-08-2016 19:23:00,,02-08-2016 19:15:00,Kalorama Triangle,K Street,1
Business,02-08-2016 21:29:00,,02-08-2016 21:23:00,K Street,Kalorama Triangle,1
Business,03-08-2016 13:00:00,,03-08-2016 12:46:00,West End,Northwest Rectangle,2
Business,03-08-2016 15:03:00,,03-08-2016 14:59:00,K Street,Kalorama Triangle,1.1
Business,03-08-2016 16:04:00,,03-08-2016 16:00:00,Kalorama Triangle,Downtown,1.5
Business,05-08-2016 17:30:00,,05-08-2016 17:23:00,Connecticut Avenue,Kalorama Triangle,1.3
Business,05-08-2016 18:21:00,,05-08-2016 18:17:00,Kalorama Triangle,Columbia Heights,1.8
Business,05-08-2016 19:27:00,,05-08-2016 19:17:00,Columbia Heights,Kalorama Triangle,1.5
Business,06-08-2016 06:58:00,,06-08-2016 06:40:00,Washington,Arlington,6.6
Business,06-08-2016 09:53:00,,06-08-2016 09:31:00,Morrisville,Cary,8
Business,07-08-2016 17:23:00,,07-08-2016 17:14:00,Whitebridge,Edgehill Farms,2.7
Business,07-08-2016 17:43:00,Customer Visit,07-08-2016 17:28:00,Edgehill Farms,Whitebridge,2.7
Business,07-08-2016 18:23:00,,07-08-2016 18:17:00,Cary,Morrisville,2.5
Business,07-08-2016 20:23:00,Meal/Entertain,07-08-2016 20:15:00,Morrisville,Cary,2.5
Business,08-08-2016 16:31:00,,08-08-2016 16:17:00,Whitebridge,Farmington Woods,5.2
Business,08-08-2016 16:50:00,,08-08-2016 16:37:00,Farmington Woods,Edgehill Farms,4
Business,08-08-2016 17:13:00,Customer Visit,08-08-2016 17:02:00,Edgehill Farms,Whitebridge,2.7
Business,08-08-2016 22:15:00,,08-08-2016 21:50:00,Cary,Morrisville,4.8
Business,08-08-2016 23:37:00,Customer Visit,08-08-2016 23:28:00,Morrisville,Cary,3.2
Business,09-08-2016 14:38:00,,09-08-2016 14:20:00,Whitebridge,Waverly Place,6.9
Business,09-08-2016 15:36:00,,09-08-2016 15:15:00,Cary,Raleigh,14.9
Business,09-08-2016 16:37:00,,09-08-2016 16:04:00,Raleigh,Cary,17.4
Business,10-08-2016 17:24:00,,10-08-2016 16:56:00,Cary,Durham,12.9
Business,10-08-2016 18:28:00,,10-08-2016 17:53:00,Durham,Apex,15.3
Business,10-08-2016 18:50:00,,10-08-2016 18:49:00,Apex,Apex,1
Business,10-08-2016 20:02:00,,10-08-2016 19:47:00,Apex,Cary,6
Business,11-08-2016 13:00:00,,11-08-2016 12:53:00,Whitebridge,Heritage Pines,2.2
Business,11-08-2016 13:28:00,,11-08-2016 13:14:00,Heritage Pines,Edgehill Farms,4.4
Business,11-08-2016 13:42:00,,11-08-2016 13:32:00,Edgehill Farms,Whitebridge,2.8
Business,11-08-2016 19:29:00,,11-08-2016 18:37:00,Cary,Wake Forest,31.7
Business,11-08-2016 21:44:00,,11-08-2016 20:59:00,Wake Forest,Cary,31.9
Business,12-08-2016 18:52:00,,12-08-2016 18:49:00,Whitebridge,Westpark Place,1.9
Business,12-08-2016 19:05:00,,12-08-2016 18:56:00,Westpark Place,Whitebridge,1.8
Business,13-08-2016 15:58:00,Meeting,13-08-2016 15:35:00,Cary,Morrisville,8.4
Business,15-08-2016 09:52:00,,15-08-2016 09:05:00,R?walpindi,Unknown Location,15.6
Business,15-08-2016 15:47:00,,15-08-2016 15:20:00,Unknown Location,Unknown Location,14.1
Business,15-08-2016 17:30:00,,15-08-2016 16:52:00,Unknown Location,Unknown Location,15.7
Business,15-08-2016 20:30:00,Temporary Site,15-08-2016 19:08:00,Unknown Location,Unknown Location,25.9
Business,16-08-2016 08:11:00,,16-08-2016 07:58:00,Unknown Location,Unknown Location,7.9
Business,16-08-2016 08:23:00,,16-08-2016 08:16:00,Unknown Location,Unknown Location,2.7
Business,16-08-2016 08:53:00,,16-08-2016 08:46:00,Unknown Location,Unknown Location,5.5
Business,16-08-2016 10:27:00,,16-08-2016 10:06:00,Unknown Location,Islamabad,5.7
Business,16-08-2016 10:38:00,,16-08-2016 10:31:00,Islamabad,Islamabad,1.2
Business,16-08-2016 12:03:00,Temporary Site,16-08-2016 11:47:00,Islamabad,Unknown Location,5.7
Business,16-08-2016 15:36:00,,16-08-2016 15:13:00,Unknown Location,Unknown Location,16.2
Business,17-08-2016 10:41:00,,17-08-2016 10:17:00,Unknown Location,Unknown Location,2.6
Business,17-08-2016 11:20:00,,17-08-2016 10:57:00,Unknown Location,Unknown Location,12.1
Business,17-08-2016 14:50:00,,17-08-2016 14:45:00,Unknown Location,R?walpindi,1.4
Business,17-08-2016 15:47:00,,17-08-2016 15:32:00,R?walpindi,Islamabad,6.4
Business,17-08-2016 16:50:00,,17-08-2016 16:29:00,Islamabad,Unknown Location,7.3
Business,17-08-2016 17:00:00,,17-08-2016 16:54:00,Unknown Location,Unknown Location,5.3
Business,17-08-2016 17:34:00,,17-08-2016 17:05:00,Unknown Location,Unknown Location,5.5
Business,17-08-2016 18:57:00,Temporary Site,17-08-2016 18:38:00,Unknown Location,Unknown Location,7.7
Business,18-08-2016 19:07:00,Temporary Site,18-08-2016 18:40:00,Unknown Location,Unknown Location,7.6
Business,19-08-2016 08:45:00,,19-08-2016 08:24:00,Unknown Location,Noorpur Shahan,7.6
Business,19-08-2016 09:07:00,,19-08-2016 08:54:00,Noorpur Shahan,Islamabad,3.3
Business,19-08-2016 09:47:00,,19-08-2016 09:27:00,Islamabad,R?walpindi,6.5
Business,19-08-2016 11:06:00,,19-08-2016 10:57:00,R?walpindi,Unknown Location,2
Business,19-08-2016 12:24:00,,19-08-2016 12:07:00,Unknown Location,Islamabad,5.7
Business,19-08-2016 16:06:00,,19-08-2016 15:51:00,Islamabad,Islamabad,3.2
Business,19-08-2016 17:52:00,,19-08-2016 17:12:00,Islamabad,Unknown Location,12.5
Business,21-08-2016 10:29:00,Airport/Travel,21-08-2016 10:00:00,Unknown Location,Unknown Location,7.6
Business,21-08-2016 14:34:00,,21-08-2016 14:05:00,Unknown Location,Unknown Location,7.7
Business,21-08-2016 17:02:00,,21-08-2016 16:30:00,Unknown Location,Islamabad,12.2
Business,21-08-2016 18:17:00,,21-08-2016 18:10:00,Islamabad,Islamabad,1.4
Business,21-08-2016 19:24:00,,21-08-2016 18:48:00,Islamabad,Unknown Location,20.2
Business,22-08-2016 10:44:00,,22-08-2016 10:00:00,Unknown Location,Islamabad,9.8
Business,22-08-2016 11:23:00,,22-08-2016 11:07:00,Islamabad,Unknown Location,6.3
Business,22-08-2016 12:49:00,,22-08-2016 12:36:00,Unknown Location,Islamabad,4.9
Business,22-08-2016 13:11:00,,22-08-2016 13:02:00,Islamabad,Islamabad,1.5
Business,22-08-2016 14:31:00,,22-08-2016 14:07:00,Islamabad,Unknown Location,10.9
Business,22-08-2016 15:49:00,,22-08-2016 15:14:00,Unknown Location,Unknown Location,19
Business,22-08-2016 17:16:00,,22-08-2016 15:59:00,Unknown Location,Unknown Location,19
Business,22-08-2016 20:50:00,,22-08-2016 19:58:00,Unknown Location,R?walpindi,7.9
Business,22-08-2016 21:31:00,,22-08-2016 20:53:00,R?walpindi,R?walpindi,4.1
Business,22-08-2016 23:00:00,,22-08-2016 22:31:00,R?walpindi,Unknown Location,18.7
Business,23-08-2016 08:25:00,,23-08-2016 08:10:00,Unknown Location,Noorpur Shahan,8.7
Business,23-08-2016 10:09:00,,23-08-2016 09:35:00,Noorpur Shahan,Unknown Location,7.5
Business,23-08-2016 13:15:00,,23-08-2016 12:59:00,Unknown Location,Noorpur Shahan,7.7
Business,23-08-2016 13:30:00,,23-08-2016 13:19:00,Noorpur Shahan,Islamabad,4.4
Business,23-08-2016 14:04:00,,23-08-2016 13:49:00,Islamabad,Unknown Location,5
Business,23-08-2016 15:12:00,,23-08-2016 15:07:00,Unknown Location,Unknown Location,1.9
Business,23-08-2016 17:16:00,,23-08-2016 15:15:00,Unknown Location,Unknown Location,7.9
Business,23-08-2016 18:31:00,,23-08-2016 17:42:00,Unknown Location,Unknown Location,17.7
Business,24-08-2016 12:56:00,,24-08-2016 12:05:00,Unknown Location,Unknown Location,25.2
Business,24-08-2016 15:25:00,,24-08-2016 13:01:00,Unknown Location,Unknown Location,96.2
Business,25-08-2016 16:22:00,,25-08-2016 15:17:00,Unknown Location,Unknown Location,35
Business,25-08-2016 16:56:00,,25-08-2016 16:36:00,Unknown Location,Unknown Location,5.5
Business,25-08-2016 19:20:00,,25-08-2016 17:19:00,Unknown Location,Unknown Location,50.4
Business,25-08-2016 19:57:00,,25-08-2016 19:25:00,Unknown Location,Lahore,9.2
Business,25-08-2016 23:16:00,,25-08-2016 22:58:00,Lahore,Unknown Location,7.3
Business,26-08-2016 09:20:00,,26-08-2016 09:06:00,Unknown Location,Unknown Location,5
Business,26-08-2016 11:26:00,,26-08-2016 11:14:00,Unknown Location,Unknown Location,3.8
Business,26-08-2016 12:20:00,,26-08-2016 12:10:00,Unknown Location,Lahore,3.9
Business,26-08-2016 14:33:00,,26-08-2016 14:10:00,Lahore,Lahore,7.4
Business,26-08-2016 15:35:00,,26-08-2016 15:23:00,Lahore,Lahore,1.5
Business,26-08-2016 16:24:00,,26-08-2016 15:59:00,Lahore,Unknown Location,7.9
Business,26-08-2016 17:12:00,,26-08-2016 16:55:00,Unknown Location,Lahore,2.9
Business,26-08-2016 18:56:00,,26-08-2016 18:42:00,Lahore,Lahore,3.4
Business,26-08-2016 19:54:00,,26-08-2016 19:31:00,Lahore,Lahore,3.8
Business,26-08-2016 20:16:00,,26-08-2016 20:06:00,Lahore,Unknown Location,5.9
Business,27-08-2016 10:11:00,,27-08-2016 09:34:00,Unknown Location,Lahore,9.6
Business,27-08-2016 12:06:00,,27-08-2016 11:47:00,Lahore,Lahore,7
Business,27-08-2016 12:17:00,,27-08-2016 12:12:00,Lahore,Lahore,0.9
Business,27-08-2016 15:44:00,,27-08-2016 14:01:00,Lahore,Unknown Location,86.6
Business,27-08-2016 19:13:00,,27-08-2016 16:15:00,Unknown Location,Unknown Location,156.9
Business,28-08-2016 10:18:00,,28-08-2016 09:57:00,Unknown Location,Noorpur Shahan,10.1
Business,28-08-2016 16:55:00,,28-08-2016 16:39:00,Noorpur Shahan,Islamabad,6.2
Business,28-08-2016 17:55:00,,28-08-2016 17:37:00,Islamabad,Islamabad,5.3
Business,28-08-2016 21:59:00,,28-08-2016 21:15:00,Islamabad,Unknown Location,12.1
Business,29-08-2016 12:31:00,,29-08-2016 12:02:00,Unknown Location,Islamabad,10.8
Business,29-08-2016 13:48:00,,29-08-2016 13:38:00,Islamabad,Islamabad,4.3
Business,29-08-2016 14:41:00,,29-08-2016 14:31:00,Islamabad,Islamabad,2.5
Business,29-08-2016 15:04:00,Temporary Site,29-08-2016 14:49:00,Islamabad,Unknown Location,5.7
Business,29-08-2016 15:59:00,,29-08-2016 15:49:00,Unknown Location,Islamabad,2.8
Business,29-08-2016 16:21:00,,29-08-2016 16:06:00,Islamabad,Unknown Location,4
Business,29-08-2016 17:41:00,,29-08-2016 17:24:00,Unknown Location,Islamabad,5.5
Business,29-08-2016 18:36:00,,29-08-2016 18:27:00,Islamabad,Islamabad,2.6
Business,30-08-2016 12:05:00,,30-08-2016 11:53:00,Unknown Location,Unknown Location,2.1
Business,30-08-2016 13:09:00,,30-08-2016 12:46:00,Unknown Location,Islamabad,8.8
Business,30-08-2016 13:46:00,,30-08-2016 13:25:00,Islamabad,Islamabad,4.4
Business,30-08-2016 14:20:00,,30-08-2016 14:00:00,Islamabad,Unknown Location,5.3
Business,30-08-2016 18:09:00,,30-08-2016 17:27:00,Unknown Location,Unknown Location,13
Business,01-09-2016 12:24:00,,01-09-2016 11:51:00,Unknown Location,Islamabad,13
Business,01-09-2016 17:36:00,,01-09-2016 17:21:00,Islamabad,Unknown Location,10.6
Business,01-09-2016 19:08:00,,01-09-2016 18:49:00,Unknown Location,Unknown Location,2.2
Business,02-09-2016 12:24:00,,02-09-2016 11:37:00,Unknown Location,Islamabad,9.2
Business,02-09-2016 19:37:00,,02-09-2016 18:56:00,Unknown Location,Unknown Location,12.9
Business,05-09-2016 10:44:00,,05-09-2016 10:25:00,Unknown Location,R?walpindi,17.2
Business,06-09-2016 17:49:00,,06-09-2016 17:49:00,Unknown Location,Unknown Location,69.1
Business,10-09-2016 10:45:00,,10-09-2016 10:28:00,Unknown Location,Unknown Location,2.8
Business,11-09-2016 09:55:00,,11-09-2016 09:51:00,Unknown Location,Unknown Location,8.6
Business,11-09-2016 21:42:00,,11-09-2016 21:40:00,Unknown Location,Unknown Location,9.8
Business,12-09-2016 08:12:00,,12-09-2016 08:07:00,Unknown Location,Unknown Location,3.6
Business,12-09-2016 11:24:00,,12-09-2016 11:15:00,Unknown Location,Unknown Location,1.7
Business,12-09-2016 13:44:00,,12-09-2016 13:04:00,Unknown Location,Unknown Location,11.5
Business,13-09-2016 17:02:00,,13-09-2016 16:56:00,Unknown Location,Unknown Location,0.7
Business,14-09-2016 11:59:00,,14-09-2016 11:55:00,Unknown Location,Unknown Location,0.7
Business,15-09-2016 20:38:00,,15-09-2016 20:33:00,Unknown Location,Unknown Location,0.9
Business,16-09-2016 07:08:00,,16-09-2016 07:08:00,Unknown Location,Unknown Location,1.6
Business,18-09-2016 18:11:00,,18-09-2016 18:07:00,Unknown Location,Unknown Location,9.4
Business,19-09-2016 06:49:00,,19-09-2016 06:18:00,R?walpindi,Unknown Location,18.2
Business,19-09-2016 14:56:00,,19-09-2016 14:40:00,Unknown Location,Islamabad,10.5
Business,19-09-2016 16:31:00,,19-09-2016 16:23:00,Islamabad,Unknown Location,5.7
Business,19-09-2016 18:20:00,,19-09-2016 17:36:00,Unknown Location,Unknown Location,18
Business,19-09-2016 19:49:00,,19-09-2016 19:10:00,Unknown Location,Islamabad,18.3
Business,20-09-2016 11:48:00,,20-09-2016 11:29:00,Islamabad,Unknown Location,16.5
Business,20-09-2016 22:47:00,,20-09-2016 20:47:00,Unknown Location,R?walpindi,9.6
Business,23-09-2016 13:40:00,,23-09-2016 13:15:00,Karachi,Karachi,2.9
Business,24-09-2016 15:15:00,,24-09-2016 14:34:00,Karachi,Unknown Location,8.2
Business,24-09-2016 20:33:00,,24-09-2016 20:29:00,Unknown Location,Unknown Location,2.4
Business,27-09-2016 08:35:00,,27-09-2016 08:33:00,Unknown Location,Unknown Location,5.8
Business,27-09-2016 14:43:00,,27-09-2016 13:21:00,Lahore,Lahore,9.8
Business,27-09-2016 20:34:00,,27-09-2016 19:14:00,Lahore,Unknown Location,7.3
Business,28-09-2016 02:37:00,,27-09-2016 21:01:00,Unknown Location,Unknown Location,195.6
Business,28-09-2016 19:36:00,,28-09-2016 17:21:00,Islamabad,Unknown Location,20.5
Business,29-09-2016 18:47:00,,29-09-2016 16:13:00,Unknown Location,Islamabad,12.6
Business,30-09-2016 20:20:00,,30-09-2016 17:39:00,Islamabad,Islamabad,37.7
Business,30-09-2016 22:34:00,,30-09-2016 20:59:00,Islamabad,Unknown Location,16.7
Business,03-10-2016 17:12:00,,03-10-2016 17:09:00,Unknown Location,Islamabad,10.5
Business,03-10-2016 18:34:00,,03-10-2016 18:17:00,Islamabad,Islamabad,2.8
Business,03-10-2016 19:01:00,,03-10-2016 18:51:00,Islamabad,Islamabad,1.6
Business,03-10-2016 22:33:00,,03-10-2016 22:04:00,Islamabad,Unknown Location,12.7
Business,04-10-2016 10:52:00,,04-10-2016 09:50:00,Unknown Location,Unknown Location,28.6
Business,04-10-2016 12:18:00,,04-10-2016 12:17:00,Unknown Location,Unknown Location,15.1
Business,06-10-2016 11:36:00,,06-10-2016 08:49:00,Unknown Location,R?walpindi,17.9
Business,06-10-2016 17:40:00,,06-10-2016 17:23:00,R?walpindi,Unknown Location,112.6
Business,06-10-2016 18:39:00,,06-10-2016 18:37:00,Unknown Location,Unknown Location,18.4
Business,06-10-2016 20:26:00,,06-10-2016 19:46:00,Unknown Location,Unknown Location,13.8
Business,07-10-2016 10:59:00,,07-10-2016 10:56:00,Unknown Location,Lahore,33.2
Business,07-10-2016 11:50:00,,07-10-2016 11:27:00,Lahore,Lahore,2.6
Business,07-10-2016 14:08:00,,07-10-2016 13:52:00,Lahore,Unknown Location,5.8
Business,07-10-2016 15:11:00,,07-10-2016 14:29:00,Unknown Location,Lahore,8.3
Business,07-10-2016 16:02:00,,07-10-2016 15:47:00,Lahore,Lahore,2.4
Business,07-10-2016 18:27:00,,07-10-2016 18:08:00,Lahore,Lahore,3.1
Business,07-10-2016 19:01:00,,07-10-2016 18:33:00,Lahore,Lahore,6.1
Business,08-10-2016 15:03:00,,08-10-2016 15:03:00,Karachi,Karachi,3.6
Business,08-10-2016 18:18:00,,08-10-2016 18:15:00,Karachi,Unknown Location,8
Business,09-10-2016 14:23:00,Temporary Site,09-10-2016 14:04:00,Unknown Location,Unknown Location,7.7
Business,10-10-2016 17:28:00,,10-10-2016 17:22:00,Islamabad,Islamabad,1.7
Business,10-10-2016 18:13:00,,10-10-2016 17:33:00,Islamabad,Unknown Location,9.5
Business,11-10-2016 02:08:00,Meeting,11-10-2016 01:27:00,Unknown Location,R?walpindi,17.1
Business,12-10-2016 19:21:00,,12-10-2016 19:18:00,R?walpindi,Unknown Location,18.4
Business,13-10-2016 11:58:00,,13-10-2016 11:20:00,Unknown Location,Islamabad,9.8
Business,13-10-2016 12:14:00,,13-10-2016 12:08:00,Islamabad,Islamabad,1
Business,13-10-2016 13:02:00,,13-10-2016 13:02:00,Islamabad,Islamabad,0.7
Business,13-10-2016 13:46:00,,13-10-2016 13:37:00,Islamabad,Islamabad,2.3
Business,13-10-2016 16:53:00,,13-10-2016 16:08:00,Islamabad,Unknown Location,10.9
Business,14-10-2016 09:44:00,,14-10-2016 08:50:00,Unknown Location,R?walpindi,12.7
Business,14-10-2016 10:52:00,,14-10-2016 10:16:00,R?walpindi,Unknown Location,12.4
Business,14-10-2016 16:20:00,,14-10-2016 15:56:00,Unknown Location,Unknown Location,3.8
Business,15-10-2016 02:06:00,Meeting,14-10-2016 23:54:00,Unknown Location,R?walpindi,17
Business,15-10-2016 22:48:00,,15-10-2016 22:28:00,Morrisville,Morrisville,6.2
Business,16-10-2016 00:14:00,,16-10-2016 00:01:00,Morrisville,Cary,3.1
Business,16-10-2016 13:11:00,Meeting,16-10-2016 12:52:00,Cary,Durham,10.5
Business,16-10-2016 15:01:00,,16-10-2016 14:40:00,Durham,Morrisville,8.1
Business,16-10-2016 15:19:00,,16-10-2016 15:10:00,Morrisville,Cary,3.1
Business,16-10-2016 19:33:00,Meeting,16-10-2016 19:27:00,Whitebridge,Parkway,2.1
Business,16-10-2016 20:39:00,,16-10-2016 20:30:00,Cary,Morrisville,4.3
Business,16-10-2016 21:41:00,Meal/Entertain,16-10-2016 21:34:00,Morrisville,Cary,2.5
Business,17-10-2016 15:57:00,,17-10-2016 15:19:00,Cary,Raleigh,20.6
Business,17-10-2016 17:11:00,,17-10-2016 16:29:00,Raleigh,Cary,17.6
Business,17-10-2016 18:16:00,,17-10-2016 18:02:00,Cary,Apex,5.6
Business,17-10-2016 18:45:00,,17-10-2016 18:31:00,Apex,Apex,3.3
Business,17-10-2016 19:25:00,,17-10-2016 19:08:00,Apex,Cary,5.3
Business,18-10-2016 08:22:00,,18-10-2016 08:12:00,Whitebridge,Edgehill Farms,3.3
Business,18-10-2016 09:02:00,,18-10-2016 08:53:00,Edgehill Farms,Whitebridge,3.3
Business,18-10-2016 11:09:00,Temporary Site,18-10-2016 10:41:00,Cary,Morrisville,7.9
Business,18-10-2016 18:33:00,,18-10-2016 18:12:00,Oakland,Emeryville,13
Business,18-10-2016 19:13:00,,18-10-2016 19:03:00,Emeryville,Berkeley,3
Business,18-10-2016 20:37:00,,18-10-2016 20:31:00,Berkeley,Emeryville,3
Business,19-10-2016 09:47:00,,19-10-2016 09:33:00,Emeryville,Oakland,3.8
Business,19-10-2016 10:21:00,,19-10-2016 09:54:00,Oakland,San Francisco,9.5
Business,19-10-2016 13:56:00,,19-10-2016 13:45:00,SOMISSPO,French Quarter,1.7
Business,19-10-2016 14:31:00,,19-10-2016 14:02:00,San Francisco,Berkeley,10.8
Business,19-10-2016 16:02:00,,19-10-2016 15:44:00,West Berkeley,North Berkeley Hills,4.1
Business,19-10-2016 16:19:00,,19-10-2016 16:06:00,North Berkeley Hills,Southside,2.2
Business,19-10-2016 17:01:00,,19-10-2016 16:33:00,Berkeley,Emeryville,4.6
Business,20-10-2016 11:34:00,,20-10-2016 11:26:00,Emeryville,Berkeley,3.1
Business,20-10-2016 13:17:00,,20-10-2016 12:19:00,Berkeley,San Jose,47.7
Business,20-10-2016 21:37:00,,20-10-2016 20:44:00,San Jose,Emeryville,44.6
Business,21-10-2016 10:21:00,,21-10-2016 10:06:00,Emeryville,Oakland,13.2
Business,22-10-2016 01:09:00,,22-10-2016 00:54:00,Morrisville,Cary,8.7
Business,22-10-2016 14:03:00,,22-10-2016 13:26:00,Cary,Raleigh,17.2
Business,22-10-2016 17:55:00,,22-10-2016 17:08:00,Raleigh,Cary,14
Business,23-10-2016 10:05:00,,23-10-2016 09:24:00,Cary,Raleigh,28.1
Business,23-10-2016 12:59:00,,23-10-2016 12:17:00,Raleigh,Cary,28.2
Business,23-10-2016 19:14:00,Meal/Entertain,23-10-2016 19:04:00,Cary,Morrisville,3.1
Business,23-10-2016 21:25:00,Customer Visit,23-10-2016 21:10:00,Morrisville,Cary,3.1
