Category*,End Date*,Purpose*,Start Date*,Start*,Stop*,Miles*
Business,29-12-2016 13:24:00,Errand/Supplies,29-12-2016 13:17:00,Kar?chi,Kar?chi,1.1
Business,29-12-2016 14:11:00,Airport/Travel,29-12-2016 13:56:00,Kar?chi,Kar?chi,4.1
Business,29-12-2016 14:58:00,Between Offices,29-12-2016 14:42:00,Kar?chi,Kar?chi,6.1
Business,29-12-2016 15:16:00,Errand/Supplies,29-12-2016 15:05:00,Kar?chi,Kar?chi,1.3
Business,29-12-2016 19:14:00,Meal/Entertain,29-12-2016 18:59:00,Kar?chi,Unknown Location,3
Business,29-12-2016 20:10:00,Customer Visit,29-12-2016 19:50:00,Unknown Location,Kar?chi,4.1
Business,29-12-2016 20:45:00,Meeting,29-12-2016 20:15:00,Kar?chi,Kar?chi,7.2
Business,29-12-2016 21:42:00,,29-12-2016 20:53:00,Kar?chi,Unknown Location,6.4
Business,29-12-2016 23:47:00,Meeting,29-12-2016 23:14:00,Unknown Location,Kar?chi,12.9
Business,30-12-2016 10:33:00,Errand/Supplies,30-12-2016 10:15:00,Kar?chi,Kar?chi,2.8
Business,30-12-2016 11:56:00,Errand/Supplies,30-12-2016 11:31:00,Kar?chi,Kar?chi,2.9
Business,30-12-2016 16:03:00,Errand/Supplies,30-12-2016 15:41:00,Kar?chi,Kar?chi,4.6
Business,30-12-2016 17:08:00,Meeting,30-12-2016 16:45:00,Kar?chi,Kar?chi,4.6
Business,30-12-2016 23:10:00,Customer Visit,30-12-2016 23:06:00,Kar?chi,Kar?chi,0.8
Business,31-12-2016 01:14:00,Meeting,31-12-2016 01:07:00,Kar?chi,Kar?chi,0.7
Business,31-12-2016 13:42:00,Temporary Site,31-12-2016 13:24:00,Kar?chi,Unknown Location,3.9
Business,31-12-2016 15:38:00,Meeting,31-12-2016 15:03:00,Unknown Location,Unknown Location,16.2
Business,31-12-2016 21:50:00,Temporary Site,31-12-2016 21:32:00,Katunayake,Gampaha,6.4
Business,31-12-2016 23:51:00,Temporary Site,31-12-2016 22:08:00,Gampaha,Ilukwatta,48.2
,,,,,,12204.7
